model,kernel,max_iter,C,mean_accuracy_score,mean_roc_auc_score,mean_confusion_matrix
svm,linear,100000,5E-10,0.1861230808,0.4799120274,"[[76.2, 949.4], [10.0, 143.2]]"
svm,linear,100000,1E-02,0.6236145100,0.4998046879,"[[685.6, 340.0], [103.6, 49.6]]"
svm,linear,100000,5E-01,0.4569659862,0.5006691731,"[[451.0, 574.6], [65.4, 87.8]]"
svm,linear,100000,1E-04,0.6219242048,0.5020742866,"[[685.6, 340.0], [105.6, 47.6]]"
svm,linear,100000,5E-03,0.7312496865,0.5013645224,"[[839.8, 185.8], [131.0, 22.2]]"
svm,linear,100000,1E-03,0.6321049154,0.4978184534,"[[699.2, 326.4], [107.2, 46.0]]"
svm,linear,100000,1E-05,0.5449849487,0.5000000000,"[[573.8, 451.8], [84.6, 68.6]]"
svm,linear,100000,5E-06,0.6020410379,0.5000000000,"[[657.6, 368.0], [101.2, 52.0]]"
svm,linear,100000,5E+00,0.4569659862,0.5043910612,"[[451.0, 574.6], [65.4, 87.8]]"
svm,linear,100000,1E-09,0.3073310936,0.4906633274,"[[243.4, 782.2], [34.4, 118.8]]"
svm,linear,100000,1E+00,0.5500046035,0.4994303942,"[[583.6, 442.0], [88.4, 64.8]]"
svm,linear,100000,1E+01,0.5493260623,0.4969747353,"[[582.8, 442.8], [88.4, 64.8]]"
svm,linear,100000,5E-07,0.5623888422,0.5041151903,"[[594.0, 431.6], [84.2, 69.0]]"
svm,linear,100000,1E-06,0.6162290310,0.5166040349,"[[672.6, 353.0], [99.4, 53.8]]"
svm,linear,100000,5E+01,0.4579837979,0.5000000000,"[[449.0, 576.6], [62.2, 91.0]]"
svm,linear,100000,5E-09,0.3322692206,0.5269482266,"[[280.8, 744.8], [42.4, 110.8]]"
svm,linear,100000,1E-08,0.3323527395,0.5002777042,"[[281.2, 744.4], [42.6, 110.6]]"
svm,linear,100000,1E-07,0.5329435974,0.4957201683,"[[561.0, 464.6], [86.0, 67.2]]"
svm,linear,100000,5E+02,0.4579837979,0.5000000000,"[[449.0, 576.6], [62.2, 91.0]]"
svm,linear,100000,5E+03,0.4578141626,0.5080225817,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,1E+02,0.4569659862,0.5014982991,"[[451.0, 574.6], [65.4, 87.8]]"
svm,linear,100000,5E-08,0.4291275118,0.4986611781,"[[413.6, 612.0], [60.8, 92.4]]"
svm,linear,100000,1E+03,0.4578141626,0.4924622161,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,5E+04,0.4578141626,0.4926647427,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,1E+04,0.4578141626,0.5027771449,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,1E+05,0.4578141626,0.4997076023,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,5E+05,0.4578141626,0.5000000000,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,1E+06,0.4578141626,0.5006822612,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,5E+06,0.4578141626,0.5006822612,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,1E+07,0.4578141626,0.5006708691,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,5E+07,0.4578141626,0.5004873294,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,5E+08,0.4578141626,0.4996101365,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,1E+08,0.4578141626,0.4999025341,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,100000,5E+09,0.4554392687,0.5005480874,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,100000,1E+09,0.4578141626,0.5009746589,"[[448.8, 576.8], [62.2, 91.0]]"
svm,linear,1000000,1E-14,0.2265029123,0.5504776571,"[[131.8, 893.8], [18.0, 135.2]]"
svm,linear,1000000,5E-15,0.2259940065,0.5472311663,"[[131.2, 894.4], [18.0, 135.2]]"
svm,linear,100000,1E+10,0.4554392687,0.4995126706,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,1000000,1E-15,0.2248065595,0.5340063269,"[[129.8, 895.8], [18.0, 135.2]]"
svm,linear,1000000,5E-14,0.2232778259,0.5555433025,"[[127.2, 898.4], [17.2, 136.0]]"
svm,linear,1000000,1E-13,0.2210705511,0.5568474477,"[[124.0, 901.6], [16.6, 136.6]]"
svm,linear,1000000,5E-13,0.2251554711,0.5607353129,"[[126.0, 899.6], [13.8, 139.4]]"
svm,linear,100000,5E+10,0.4554392687,0.5005480874,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,1000000,1E-12,0.3930670419,0.5544670979,"[[359.2, 666.4], [49.2, 104.0]]"
svm,linear,100000,5E+11,0.4554392687,0.4997073171,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,100000,1E+11,0.4554392687,0.5005480874,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,100000,1E+12,0.4554392687,0.4995123853,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,100000,5E+12,0.4554392687,0.4993582441,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,100000,1E+13,0.4554392687,0.4970658971,"[[445.8, 579.8], [62.0, 91.2]]"
svm,linear,100000,5E+13,0.4600192773,0.5000000000,"[[453.4, 572.2], [64.2, 89.0]]"
svm,linear,100000,1E+14,0.3673984122,0.5019493177,"[[325.0, 700.6], [45.0, 108.2]]"
svm,linear,100000,1E+15,0.4571354775,0.4992088808,"[[450.0, 575.6], [64.2, 89.0]]"
svm,linear,100000,5E+14,0.4644297947,0.5003898635,"[[459.2, 566.4], [64.8, 88.4]]"
svm,linear,100000,5E+15,0.4573049690,0.5002923977,"[[450.2, 575.4], [64.2, 89.0]]"
svm,linear,1000000,5E-12,0.4897656945,0.5498143254,"[[490.6, 535.0], [66.6, 86.6]]"
svm,linear,1000000,1E-11,0.5480776846,0.5267592405,"[[575.2, 450.4], [82.4, 70.8]]"
svm,linear,1000000,5E-11,0.4391018353,0.5211934032,"[[426.0, 599.6], [61.8, 91.4]]"
svm,linear,1000000,1E-10,0.1872955566,0.5292442603,"[[77.0, 948.6], [9.4, 143.8]]"
svm,linear,1000000,5E-10,0.2007226443,0.5236761137,"[[94.2, 931.4], [10.8, 142.4]]"
svm,linear,1000000,1E-09,0.4472107912,0.5049024636,"[[437.2, 588.4], [63.2, 90.0]]"
svm,linear,1000000,5E-09,0.4466013929,0.4954823857,"[[438.2, 587.4], [64.8, 88.4]]"
svm,linear,1000000,1E-08,0.7146090099,0.4773252025,"[[815.2, 210.4], [126.0, 27.2]]"
svm,linear,1000000,5E-08,0.4433813412,0.5077250137,"[[431.6, 594.0], [62.2, 91.0]]"
