datetime,model,kernel,max_iter,poly_degree,C,mean_accuracy_score,mean_roc_auc_score,mean_precision_score,mean_recall_score,mean_f1_score,mean_cm_TN,mean_cm_FP,mean_cm_FN,mean_cm_TP
2017-08-20 18:28:13.485245,svm,linear,10,0,5E-15,0.2910712892,0.4775938562,0.1053141094,0.7934640523,0.1859347792,221.4,804.2,31.6,121.6
2017-08-20 18:28:13.504299,svm,linear,10,0,1E-13,0.2910712892,0.4733741602,0.1053141094,0.7934640523,0.1859347792,221.4,804.2,31.6,121.6
2017-08-20 18:28:13.506050,svm,linear,10,0,5E-13,0.2905623834,0.4743101053,0.1052469908,0.7934640523,0.1858298052,220.8,804.8,31.6,121.6
2017-08-20 18:28:13.519035,svm,linear,10,0,1E-15,0.2910712892,0.4928077403,0.1053141094,0.7934640523,0.1859347792,221.4,804.2,31.6,121.6
2017-08-20 18:28:13.521196,svm,linear,10,0,1E-14,0.2910712892,0.4731093629,0.1053141094,0.7934640523,0.1859347792,221.4,804.2,31.6,121.6
2017-08-20 18:28:13.537173,svm,linear,10,0,5E-14,0.2910712892,0.4732330948,0.1053141094,0.7934640523,0.1859347792,221.4,804.2,31.6,121.6
2017-08-20 18:28:13.541923,svm,linear,10,0,1E-11,0.2905622396,0.4875359603,0.1052469084,0.7934640523,0.1858296650,220.8,804.8,31.6,121.6
2017-08-20 18:28:13.555017,svm,linear,10,0,5E-12,0.2903927481,0.4825410313,0.1052246943,0.7934640523,0.1857949195,220.6,805.0,31.6,121.6
2017-08-20 18:28:13.578418,svm,linear,10,0,1E-12,0.2905623834,0.4758427793,0.1052469908,0.7934640523,0.1858298052,220.8,804.8,31.6,121.6
2017-08-20 18:28:13.608970,svm,linear,10,0,1E-07,0.3368572646,0.5063723987,0.1365932847,0.7594856124,0.2166926618,280.6,745.0,36.8,116.4
2017-08-20 18:28:13.660704,svm,linear,10,0,5E-08,0.4187994590,0.4997668744,0.1180004114,0.6091673033,0.1639768403,400.2,625.4,59.8,93.4
2017-08-20 18:28:13.681732,svm,linear,10,0,5E-07,0.4035928059,0.5053561933,0.1216245319,0.6338426280,0.1772338889,378.8,646.8,56.2,97.0
2017-08-20 18:28:13.688099,svm,linear,10,0,5E-09,0.3643004514,0.4953570134,0.1189758660,0.6705967235,0.1849344156,326.6,699.0,50.4,102.8
2017-08-20 18:28:13.776695,svm,linear,10,0,5E-06,0.6956441527,0.4730559014,0.1376351485,0.2443680503,0.1212723551,782.6,243.0,115.8,37.4
2017-08-20 18:28:13.803747,svm,linear,10,0,1E-05,0.5591515297,0.5003472072,0.1118746530,0.4207707325,0.1331987407,594.8,430.8,88.8,64.4
2017-08-20 18:28:13.867669,svm,linear,10,0,1E-10,0.2912404932,0.4926377575,0.1052096323,0.7921568627,0.1857363716,221.8,803.8,31.8,121.4
2017-08-20 18:28:13.988016,svm,linear,10,0,1E-04,0.5647815894,0.4924043542,0.1295167166,0.4132161956,0.1571129301,602.2,423.4,89.8,63.4
2017-08-20 18:28:14.075498,svm,linear,10,0,5E-05,0.6789235506,0.4846768337,0.1246471120,0.2482556659,0.1267760560,762.4,263.2,115.2,38.0
2017-08-20 18:28:14.108313,svm,linear,10,0,1E-01,0.5641029042,0.4999659147,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.143495,svm,linear,10,0,1E-03,0.5641029042,0.4864633856,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.162797,svm,linear,10,0,5E-10,0.3037926417,0.5166015379,0.1037149228,0.7608182667,0.1825158123,241.4,784.2,36.6,116.6
2017-08-20 18:28:14.174014,svm,linear,10,0,1E-06,0.5300733382,0.4987355674,0.1207181679,0.4560903149,0.1545266181,555.0,470.6,83.4,69.8
2017-08-20 18:28:14.180342,svm,linear,10,0,5E-03,0.5641029042,0.4865461998,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.201882,svm,linear,10,0,5E+00,0.5641029042,0.4999659147,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.210980,svm,linear,10,0,1E-02,0.5641029042,0.4984204752,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.285792,svm,linear,10,0,1E-08,0.5589675105,0.4940058688,0.1100745969,0.4182497241,0.1275024055,595.0,430.6,89.2,64.0
2017-08-20 18:28:14.304427,svm,linear,10,0,1E+01,0.5641029042,0.4999659147,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.326353,svm,linear,10,0,5E-04,0.5641029042,0.4993177388,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.327576,svm,linear,10,0,5E+05,0.5641029042,0.4995766757,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.348408,svm,linear,10,0,1E+00,0.5641029042,0.4999659147,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.343407,svm,linear,10,0,5E+01,0.5641029042,0.4999671804,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.356412,svm,linear,10,0,5E+04,0.5641029042,0.4997912314,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.364025,svm,linear,10,0,1E+07,0.5641029042,0.4985608952,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.366990,svm,linear,10,0,1E+02,0.5641029042,0.4999652818,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.372102,svm,linear,10,0,1E+06,0.5641029042,0.5005481784,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.371787,svm,linear,10,0,5E-02,0.5641029042,0.4999659147,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.405973,svm,linear,10,0,5E+02,0.5641029042,0.4999633831,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.414729,svm,linear,10,0,1E+03,0.5641029042,0.4999652818,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.503405,svm,linear,10,0,1E+05,0.5641029042,0.4998127498,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.513121,svm,linear,10,0,1E+08,0.5641029042,0.5059100721,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.513384,svm,linear,10,0,5E-01,0.5641029042,0.4999659147,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.518822,svm,linear,10,0,5E+03,0.5641029042,0.4999899647,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.525421,svm,linear,10,0,5E+06,0.5641029042,0.4970546125,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.532763,svm,linear,10,0,1E-09,0.5637288123,0.5107925776,0.0905200387,0.4129785247,0.1188870913,601.4,424.2,90.0,63.2
2017-08-20 18:28:14.579320,svm,linear,10,0,5E-11,0.2903923168,0.4937756786,0.1050986886,0.7921568627,0.1855628206,220.8,804.8,31.8,121.4
2017-08-20 18:28:14.601101,svm,linear,10,0,1E+04,0.5641029042,0.4999564212,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:14.636050,svm,linear,10,0,5E+07,0.5641029042,0.5033949252,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.174066,svm,linear,10,0,1E+09,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.174526,svm,linear,10,0,1E+13,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.179003,svm,linear,10,0,5E+09,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.292461,svm,linear,10,0,5E+13,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.297052,svm,linear,10,0,5E+12,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.320635,svm,linear,10,0,1E+14,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.332611,svm,linear,10,0,1E+12,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.375044,svm,linear,10,0,5E+08,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.375076,svm,linear,10,0,5E+10,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.418085,svm,linear,10,0,1E+15,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.439290,svm,linear,10,0,1E+10,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.488967,svm,linear,10,0,5E+11,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.572612,svm,linear,10,0,5E+14,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.582873,svm,linear,10,0,5E+15,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:15.590525,svm,linear,10,0,1E+11,0.5641029042,0.5068557377,0.1289619092,0.4132161956,0.1568098324,601.4,424.2,89.8,63.4
2017-08-20 18:28:16.219987,svm,linear,50,0,5E-02,0.5498467742,0.4869586821,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.470044,svm,linear,50,0,1E-04,0.4613605310,0.5126638780,0.1300909140,0.5635939224,0.1872736520,457.4,568.2,66.8,86.4
2017-08-20 18:28:16.514822,svm,linear,50,0,5E-06,0.5784951445,0.5061321565,0.1335346281,0.3841948901,0.1625249097,623.2,402.4,94.4,58.8
2017-08-20 18:28:16.540743,svm,linear,50,0,1E-01,0.5498467742,0.4997073171,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.556569,svm,linear,50,0,5E-05,0.4488167220,0.5069803922,0.1258322979,0.5674645616,0.1852939346,442.0,583.6,66.2,87.0
2017-08-20 18:28:16.588899,svm,linear,50,0,1E+00,0.5498467742,0.5005847953,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.596885,svm,linear,50,0,5E+00,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.622939,svm,linear,50,0,5E-14,0.1352228320,0.4877778362,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:16.641261,svm,linear,50,0,1E-03,0.5498467742,0.4916278410,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.656825,svm,linear,50,0,5E-01,0.5498467742,0.5013645224,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.682392,svm,linear,50,0,1E-13,0.1352228320,0.4879331730,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:16.695172,svm,linear,50,0,5E-03,0.5498467742,0.5103223765,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.703038,svm,linear,50,0,1E-05,0.3561998960,0.5144151624,0.1249404486,0.7047449283,0.1991690242,311.8,713.8,45.2,108.0
2017-08-20 18:28:16.789094,svm,linear,50,0,1E-07,0.4305627778,0.4879423321,0.1352311830,0.5975044563,0.1861627044,416.0,609.6,61.6,91.6
2017-08-20 18:28:16.833230,svm,linear,50,0,5E-04,0.6521367068,0.5004437130,0.1156138198,0.2707664884,0.1368934677,727.0,298.6,111.6,41.6
2017-08-20 18:28:16.834009,svm,linear,50,0,1E-02,0.5498467742,0.5200369988,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:16.836391,svm,linear,50,0,1E-06,0.3468358585,0.4927148095,0.1617886518,0.7306595365,0.2000690167,297.2,728.4,41.4,111.8
2017-08-20 18:28:16.883722,svm,linear,50,0,1E-12,0.1347139261,0.4914879357,0.1305829842,1.0000000000,0.2310011210,5.6,1020.0,0.0,153.2
2017-08-20 18:28:17.085815,svm,linear,50,0,5E-15,0.1352228320,0.4802827816,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:17.107811,svm,linear,50,0,1E-09,0.5476638096,0.5319002049,0.0900001934,0.4222222222,0.1202867538,580.6,445.0,88.4,64.8
2017-08-20 18:28:17.306919,svm,linear,50,0,1E-14,0.1352228320,0.4751378850,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:17.327595,svm,linear,50,0,5E+01,0.5498467742,0.4992759677,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.329315,svm,linear,50,0,5E-07,0.4492389336,0.4803671809,0.1445466339,0.5897037603,0.2013657596,439.2,586.4,62.8,90.4
2017-08-20 18:28:17.341395,svm,linear,50,0,1E-11,0.1394665944,0.4852879477,0.1310854493,0.9986928105,0.2317513181,11.4,1014.2,0.2,153.0
2017-08-20 18:28:17.345292,svm,linear,50,0,5E-13,0.1347139261,0.4897853439,0.1305829842,1.0000000000,0.2310011210,5.6,1020.0,0.0,153.2
2017-08-20 18:28:17.406960,svm,linear,50,0,5E-09,0.5421808141,0.5254588600,0.1221734605,0.4443765385,0.1498320245,571.2,454.4,85.2,68.0
2017-08-20 18:28:17.460485,svm,linear,50,0,1E+01,0.5498467742,0.4992759677,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.460646,svm,linear,50,0,1E+02,0.5498467742,0.4992759677,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.484730,svm,linear,50,0,5E-12,0.1394664504,0.4839265731,0.1310851360,0.9986928105,0.2317509117,11.4,1014.2,0.2,153.0
2017-08-20 18:28:17.533191,svm,linear,50,0,5E+03,0.5498467742,0.4992753348,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.561681,svm,linear,50,0,5E-11,0.1521971613,0.4904199053,0.1323049084,0.9934640523,0.2335028625,27.2,998.4,1.0,152.2
2017-08-20 18:28:17.584174,svm,linear,50,0,1E-15,0.1352228320,0.4919322477,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:17.593371,svm,linear,50,0,5E+05,0.5498467742,0.4992114124,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.667585,svm,linear,50,0,1E+05,0.5498467742,0.4992728032,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.678815,svm,linear,50,0,1E-08,0.4199344890,0.5033406658,0.1193901068,0.6143790850,0.1649882119,400.6,625.0,59.0,94.2
2017-08-20 18:28:17.703692,svm,linear,50,0,5E+07,0.5498467742,0.4972633604,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.731052,svm,linear,50,0,5E+06,0.5498467742,0.4994272297,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.745868,svm,linear,50,0,1E+03,0.5498467742,0.4992766006,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.832227,svm,linear,50,0,5E-10,0.2907226675,0.4803155477,0.1309252263,0.7987437399,0.2045256073,220.2,805.4,30.8,122.4
2017-08-20 18:28:17.870340,svm,linear,50,0,5E-08,0.4237269506,0.4836429977,0.1007087352,0.6052627111,0.1553754465,406.6,619.0,60.4,92.8
2017-08-20 18:28:17.907595,svm,linear,50,0,1E+06,0.5498467742,0.4992892585,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.946967,svm,linear,50,0,1E+04,0.5498467742,0.4992728032,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:17.983235,svm,linear,50,0,1E-10,0.1457455482,0.4988782687,0.1310358718,0.9895424837,0.2314164943,20.2,1005.4,1.6,151.6
2017-08-20 18:28:18.070822,svm,linear,50,0,1E+08,0.5498467742,0.5000955672,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.100817,svm,linear,50,0,5E+02,0.5498467742,0.4992766006,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.147126,svm,linear,50,0,1E+07,0.5498467742,0.4979544822,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.271742,svm,linear,50,0,5E+04,0.5498467742,0.4992557150,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.371084,svm,linear,50,0,5E+08,0.5498467742,0.5000835422,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.576937,svm,linear,50,0,5E+09,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.764807,svm,linear,50,0,5E+12,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.841313,svm,linear,50,0,5E+13,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.942888,svm,linear,50,0,1E+11,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.955642,svm,linear,50,0,1E+12,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.983275,svm,linear,50,0,1E+15,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:18.993761,svm,linear,50,0,1E+09,0.5498467742,0.5001461988,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:19.009056,svm,linear,50,0,1E+10,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:19.066388,svm,linear,50,0,5E+10,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:19.087456,svm,linear,50,0,5E+14,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:19.091941,svm,linear,50,0,1E+14,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:19.131992,svm,linear,50,0,5E+15,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:19.161203,svm,linear,50,0,1E+13,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:19.289509,svm,linear,50,0,5E+11,0.5498467742,0.5000000000,0.1198312662,0.4224004753,0.1568753432,583.2,442.4,88.4,64.8
2017-08-20 18:28:20.248336,svm,linear,100,0,5E-05,0.5584678128,0.4946989514,0.1313906805,0.4312452254,0.1698330611,592.4,433.2,87.2,66.0
2017-08-20 18:28:20.268294,svm,linear,100,0,1E-01,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:20.370582,svm,linear,100,0,5E-01,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:20.469360,svm,linear,100,0,1E-05,0.4413474536,0.5074086815,0.1210093574,0.5583821407,0.1822987406,434.6,591.0,67.6,85.6
2017-08-20 18:28:20.596338,svm,linear,100,0,1E-02,0.3570427441,0.5008780488,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:20.630306,svm,linear,100,0,1E-03,0.4478003525,0.5153113365,0.1297909623,0.5714795009,0.1915420671,440.2,585.4,65.6,87.6
2017-08-20 18:28:20.661898,svm,linear,100,0,1E-04,0.4571334527,0.4982802487,0.1429456410,0.5818266701,0.1937465809,449.6,576.0,64.0,89.2
2017-08-20 18:28:20.755154,svm,linear,100,0,1E+01,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:20.820791,svm,linear,100,0,5E-04,0.3725340312,0.4837153223,0.1312233193,0.7009591715,0.2130731978,331.8,693.8,45.8,107.4
2017-08-20 18:28:20.824127,svm,linear,100,0,5E-03,0.3570427441,0.4942849548,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:20.882853,svm,linear,100,0,5E-02,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:20.907202,svm,linear,100,0,1E-06,0.3214194655,0.5146522598,0.1223686846,0.7243273067,0.2018538691,267.8,757.8,42.2,111.0
2017-08-20 18:28:20.928890,svm,linear,100,0,1E+00,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:20.974118,svm,linear,100,0,5E+00,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.002114,svm,linear,100,0,5E+01,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.268946,svm,linear,100,0,1E+02,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.285019,svm,linear,100,0,1E+03,0.3570427441,0.4966287263,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.316401,svm,linear,100,0,5E-06,0.4556035778,0.4987475624,0.1244979148,0.5726933198,0.1824359868,449.2,576.4,65.4,87.8
2017-08-20 18:28:21.339378,svm,linear,100,0,5E+02,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.467430,svm,linear,100,0,5E-07,0.6258946548,0.5067793684,0.1168723565,0.3096426449,0.1497483549,690.4,335.2,105.8,47.4
2017-08-20 18:28:21.498435,svm,linear,100,0,5E+03,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.573521,svm,linear,100,0,1E+04,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.631003,svm,linear,100,0,5E+04,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.723460,svm,linear,100,0,5E+06,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.724404,svm,linear,100,0,1E-14,0.1352228320,0.4668341368,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:21.793482,svm,linear,100,0,1E+07,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.804560,svm,linear,100,0,1E+06,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.815317,svm,linear,100,0,5E+05,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.901794,svm,linear,100,0,5E+07,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:21.947765,svm,linear,100,0,1E+05,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:22.140596,svm,linear,100,0,1E+08,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:22.714685,svm,linear,100,0,5E+09,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:22.738635,svm,linear,100,0,1E-12,0.1347139261,0.4758327465,0.1305829842,1.0000000000,0.2310011210,5.6,1020.0,0.0,153.2
2017-08-20 18:28:22.737774,svm,linear,100,0,1E-07,0.6485441406,0.5105843410,0.1230884846,0.2926406926,0.1453226302,719.8,305.8,108.4,44.8
2017-08-20 18:28:22.826424,svm,linear,100,0,5E-08,0.3074097237,0.5053436610,0.1285874355,0.7582802818,0.2080333079,246.2,779.4,37.0,116.2
2017-08-20 18:28:22.872461,svm,linear,100,0,1E-13,0.1352228320,0.4620099023,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:23.039690,svm,linear,100,0,5E+08,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:23.053436,svm,linear,100,0,1E-09,0.1554166322,0.4784860280,0.1318352603,0.9843222137,0.2325210228,32.4,993.2,2.4,150.8
2017-08-20 18:28:23.083068,svm,linear,100,0,1E+09,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:23.089201,svm,linear,100,0,1E-10,0.1406538979,0.4769508013,0.1312421222,0.9986928105,0.2319960727,12.8,1012.8,0.2,153.0
2017-08-20 18:28:23.088795,svm,linear,100,0,1E-08,0.5556737125,0.5251663263,0.1146682543,0.4103132162,0.1512187026,592.4,433.2,90.4,62.8
2017-08-20 18:28:23.090044,svm,linear,100,0,1E+10,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
2017-08-20 18:28:23.092398,svm,linear,100,0,5E-15,0.1352228320,0.4670597627,0.1306501028,1.0000000000,0.2311060950,6.2,1019.4,0.0,153.2
2017-08-20 18:28:23.098771,svm,linear,100,0,5E-10,0.3058476096,0.5200832525,0.1278074772,0.7715304304,0.2082361883,242.4,783.2,35.0,118.2
2017-08-20 18:28:23.185840,svm,linear,100,0,5E+11,0.3570427441,0.5000000000,0.1360212723,0.7204142263,0.2143456088,310.4,715.2,42.8,110.4
