mean_accuracy_score,mean_roc_auc_score,mean_precision_score,mean_recall_score,mean_f1_score,mean_cm_TN,mean_cm_FP,mean_cm_FN,mean_cm_TP,features_weights_sorted
0.6153838308,0.5880129197,0.1700089736,0.4868007809,0.2479078163,650.8,374.8,78.6,74.6,"[['user_verified', -0.2665572693342662], ['num_urls', 0.1519642567313572], ['user_followers_count', -0.08081346044076121], ['Intercept', -0.012301984708878385]]"
features_extended_all_reduced
0.6318236479,0.6509189794,0.1966332770,0.5927170868,0.2952479876,654.0,371.6,62.4,90.8,"[['user_name_num_weird_chars', -1.39916373157631], ['user_name_num_nonprintable_chars', 1.000505115827665], ['user_screen_name_has_underscores', 0.6500281155230421], ['user_name_has_caps_digits', 0.5618790243266064], ['text_num_nonstandard_extended', -0.5542589173278116], ['user_name_has_caps_digits_underscores', -0.5419669998306211], ['user_screen_name_has_caps_underscores', -0.5395021545227318], ['user_screen_name_has_caps', 0.49237565566715047], ['user_followers_count_per_day', -0.4856535241351853], ['user_description_num_nonstandard_extended', -0.46942944847180323], ['text_num_nonstandard', 0.4195596652252405], ['user_verified', -0.36618401913859105], ['user_name_num_digits_underscores', 0.3630422264500326], ['user_name_has_caps_underscores', 0.3353781237516967], ['num_media', -0.3338508561653191], ['user_screen_name_has_digits', 0.33030525905943015], ['user_screen_name_has_caps_digits_underscores', 0.3095088209173991], ['user_description_num_non_a_to_z', 0.29859410332053477], ['user_name_has_weird_chars', 0.2777084831978998], ['user_name_has_nonprintable_chars', -0.2712694315059203], ['user_name_has_caps', -0.2584684822688385], ['user_screen_name_has_digits_underscores', -0.2547628025702099], ['user_description_num_non_a_to_z_non_digits', 0.25460762617386473], ['text_num_swears', -0.24483387544608787], ['user_screen_name_num_underscores', -0.23760038577627438], ['user_screen_name_has_weird_chars', -0.2346537307059377], ['num_hashtags', -0.20934168674710124], ['user_name_has_underscores', 0.20091501291673697], ['text_num_caps_digits', 0.19502234161183968], ['user_created_at_delta', 0.19110895845786108], ['num_urls', 0.1871611118771599], ['created_at_hour_18_to_00', -0.18339116665069477], ['user_description_num_caps', -0.17578010302850405], ['user_listed_count_per_day', 0.1658636526969738], ['text_num_digits', 0.16364175606211476], ['geo_coordinates', -0.1635628832317269], ['created_at_weekday_sun_mon_tue', 0.15108141250189266], ['num_media_is_nonzero', 0.14274514304376698], ['text_num_exclam', -0.13975802127162487], ['user_description_num_exclam', 0.13584731338423445], ['num_hashtags_is_nonzero', 0.12945273613874209], ['num_urls_is_nonzero', -0.12893634695521014], ['Intercept', -0.11448788153633341], ['user_name_has_digits', -0.11070862450142258], ['created_at_hour', 0.10650524039792728], ['num_mentions_is_more_than_2', 0.09202450780313934], ['user_description_num_caps_with_num_nonstandard', -0.08929656659513399], ['user_screen_name_num_caps_digits_underscores', -0.08376161299133726], ['user_name_num_digits', 0.07629486431481076], ['user_description_num_nonstandard', 0.0597808792953348], ['user_friends_count_per_day', 0.059534494097311], ['user_screen_name_has_caps_digits', 0.05939299071826635], ['created_at_weekday', -0.05839775726384302], ['user_default_profile_image', -0.05329152413608444], ['user_description_num_caps_exclam', -0.05023928790059155], ['user_name_num_caps', -0.047712210107897335], ['user_screen_name_num_caps_underscores', -0.04763718773050639], ['text_num_caps_digits_exclam', 0.04011471718404578], ['user_favourites_count_per_day', -0.036607864147588], ['retweet_count_per_day', 0.035157001700084664], ['user_profile_use_background_image', 0.032552303946571395], ['user_name_has_digits_underscores', -0.02966621320574301], ['user_default_profile', 0.028018415888282817], ['user_description_num_digits', 0.01784094161653748], ['user_name_num_underscores', 0.013856822023498819], ['user_statuses_count_per_day', -0.0133900212597734], ['user_screen_name_num_digits_underscores', -0.012168508708050928], ['num_mentions', -0.0016440583955421126], ['user_screen_name_num_weird_chars', -0.0015649229821955804], ['created_at_hour_08_to_17', 7.288164270901065e-05], ['text_num_caps', 0.0], ['text_num_caps_exclam', 0.0], ['created_at_hour_of_week', 0.0], ['user_screen_name_num_caps', 0.0], ['user_screen_name_num_digits', 0.0], ['user_screen_name_num_caps_digits', 0.0], ['user_name_num_caps_digits', 0.0], ['user_name_num_caps_underscores', 0.0], ['user_name_num_caps_digits_underscores', 0.0]]"
features_basic_some
0.6245478809,0.5966720557,0.1713231127,0.4802563450,0.2496976467,662.6,363.0,79.6,73.6,"[['user_verified', -0.2627632754028002], ['num_urls', 0.1274777953491748], ['num_media', -0.11882172200046821], ['user_followers_count', -0.07905034984214276], ['user_friends_count', 0.04977443996338291], ['Intercept', -0.022954852405798292]]"
features_extended_some_single
0.6151965039,0.6535071120,0.1932860131,0.6148544266,0.2939443471,631.0,394.6,59.0,94.2,"[['user_listed_count', 0.43740579976350774], ['user_followers_count_per_day', -0.3271048315407222], ['user_followers_count', -0.29872826912396605], ['user_verified', -0.29853537792385215], ['user_screen_name_has_caps_digits', 0.2637239700482305], ['text_num_swears', -0.23301256657573616], ['text_num_caps_digits', 0.2204784621794665], ['created_at_hour_18_to_00', -0.17999815468580355], ['num_media', -0.1695621459013372], ['user_created_at_delta', 0.15640862947254366], ['created_at_weekday_sun_mon_tue', 0.15583131793442526], ['created_at_hour', 0.09499335459365746], ['user_description_num_exclam', 0.09082973320839327], ['user_statuses_count', -0.0872748916854251], ['user_listed_count_per_day', -0.06757793378074782], ['Intercept', -0.06299316806729122], ['num_urls_is_nonzero', 0.05887772486681485], ['user_profile_use_background_image', 0.052762656619498104], ['user_statuses_count_per_day', 0.04566015554119286], ['user_description_num_caps', -0.04132081434729053], ['user_friends_count', 0.041206849199982715], ['created_at_weekday', -0.040403493587937635], ['user_default_profile', 0.028354831045490036], ['user_name_has_weird_chars', 0.02337379829883148], ['user_favourites_count_per_day', -0.012341189560227695], ['user_friends_count_per_day', -0.012034562974327874], ['created_at_hour_08_to_17', 0.001018641140775689]]"
features_extended_some_multiple_without_biasing_features
0.6243546548,0.6510127114,0.1921177057,0.5873949580,0.2893826313,646.0,379.6,63.2,90.0,"[['user_listed_count', 0.48861527420146145], ['user_followers_count', -0.34983164079188034], ['user_verified', -0.28694542808714174], ['user_followers_count_per_day', -0.2812045186146609], ['user_screen_name_has_caps', 0.23596349401269867], ['text_num_digits', 0.19373016382660743], ['num_media', -0.17673307320384], ['created_at_weekday_sun_mon_tue', 0.15446742131414343], ['text_num_caps', 0.144267094319469], ['user_created_at_delta', 0.1375177944257045], ['user_listed_count_per_day', -0.12065132389986744], ['user_screen_name_has_digits', 0.08392247098655148], ['user_description_num_exclam', 0.08226334040488276], ['user_statuses_count', -0.06504834571311888], ['Intercept', -0.06063656986353141], ['user_profile_use_background_image', 0.055150977819083014], ['user_friends_count', 0.05305362593146199], ['num_urls_is_nonzero', 0.04641781181887915], ['created_at_weekday', -0.04178965030995012], ['user_description_num_caps', -0.04141409473815593], ['user_statuses_count_per_day', 0.02079697443239572], ['user_default_profile', 0.019126358503891397], ['user_name_has_weird_chars', 0.01757738502875131], ['user_friends_count_per_day', -0.016683071449250842], ['created_at_hour', -0.014403382361178293], ['user_favourites_count_per_day', -0.006729487815975823]]"
features_extended_all
0.6333489269,0.6485068364,0.1977542083,0.5940157881,0.2966442875,655.6,370.0,62.2,91.0,"[['user_name_num_weird_chars', -1.4091152197123131], ['user_name_num_nonprintable_chars', 1.0106034764043033], ['user_screen_name_has_underscores', 0.6443580537831718], ['user_name_has_caps_digits', 0.586956387027052], ['text_num_nonstandard_extended', -0.5589367292582325], ['user_name_has_caps_digits_underscores', -0.5470597338996306], ['user_screen_name_has_caps_underscores', -0.5417286823713935], ['user_description_num_nonstandard_extended', -0.5113623318556081], ['user_screen_name_has_caps', 0.4936445159009669], ['user_listed_count', 0.44574482070893584], ['text_num_nonstandard', 0.42365788970700474], ['user_name_num_digits_underscores', 0.36690452154813563], ['user_verified', -0.36504524369330377], ['user_name_has_caps_underscores', 0.3395221911648476], ['user_screen_name_has_digits', 0.320278147069355], ['num_media', -0.31827923385539536], ['user_screen_name_has_caps_digits_underscores', 0.31611759685740787], ['user_description_num_non_a_to_z_non_digits', 0.306294090448903], ['user_description_num_non_a_to_z', 0.3002869021494685], ['user_followers_count', -0.2992645033985306], ['user_name_has_caps', -0.2831950634707181], ['user_name_has_weird_chars', 0.28059401629395364], ['user_name_has_nonprintable_chars', -0.27053328416915245], ['user_followers_count_per_day', -0.25801295594752566], ['text_num_swears', -0.24627512502221655], ['user_screen_name_num_underscores', -0.24450461728568446], ['user_screen_name_has_digits_underscores', -0.2389044210939856], ['user_screen_name_has_weird_chars', -0.23417344567143186], ['user_created_at_delta', 0.19801735610369167], ['geo_coordinates', -0.1929393746461166], ['text_num_caps_digits', 0.18734054703559602], ['num_hashtags', -0.18397355326526693], ['user_description_num_caps', -0.18299315759098445], ['user_name_has_underscores', 0.18257267474576233], ['created_at_hour_18_to_00', -0.18164877053957584], ['num_urls', 0.18062911126160053], ['user_listed_count_per_day', -0.17445024229401823], ['user_statuses_count', -0.17268682108637606], ['text_num_digits', 0.16403545829292326], ['created_at_weekday_sun_mon_tue', 0.15198161982295133], ['text_num_exclam', -0.13887631678444015], ['user_description_num_exclam', 0.13613184198422745], ['num_hashtags_is_nonzero', 0.13347768354063458], ['Intercept', -0.12923939020220776], ['num_media_is_nonzero', 0.12825498279233238], ['user_statuses_count_per_day', 0.1255178180852611], ['num_urls_is_nonzero', -0.12403156381999311], ['user_name_has_digits', -0.11816364745453341], ['created_at_hour', 0.10719363499191972], ['num_mentions_is_more_than_2', 0.09549581719900921], ['user_screen_name_num_caps_digits_underscores', -0.08557666229903899], ['user_description_num_caps_exclam', -0.0818279507929937], ['user_name_num_digits', 0.07653097355207758], ['user_favourites_count_per_day', -0.07106649814710882], ['user_description_num_caps_with_num_nonstandard', -0.0690307793620566], ['user_screen_name_has_caps_digits', 0.06312491041675541], ['created_at_weekday', -0.05828177943506335], ['user_friends_count_per_day', 0.05729758411981609], ['user_description_num_nonstandard', 0.05620995412774636], ['user_name_num_caps', -0.05391217980117975], ['user_default_profile_image', -0.050971208643673285], ['user_screen_name_num_caps_underscores', -0.04992254206450634], ['text_num_caps_digits_exclam', 0.046071535063409955], ['user_profile_use_background_image', 0.032755386885208196], ['user_default_profile', 0.027527902627380658], ['retweet_count_per_day', 0.024745578338960773], ['user_favourites_count', 0.020952784771333024], ['retweet_count', 0.017012138228102568], ['user_name_has_digits_underscores', -0.015398810402043541], ['user_name_num_underscores', 0.013312889442530798], ['user_description_num_digits', 0.011017631640240817], ['user_screen_name_num_digits_underscores', -0.010254049382316567], ['user_screen_name_num_weird_chars', -0.004905538538163256], ['tweet_id', 0.0030290323191823143], ['user_friends_count', -0.002839256347195976], ['num_mentions', -0.0027692962007735107], ['created_at_hour_08_to_17', 0.0015902779624248297], ['text_num_caps', 0.0], ['text_num_caps_exclam', 0.0], ['created_at_hour_of_week', 0.0], ['user_screen_name_num_caps', 0.0], ['user_screen_name_num_digits', 0.0], ['user_screen_name_num_caps_digits', 0.0], ['user_name_num_caps_digits', 0.0], ['user_name_num_caps_underscores', 0.0], ['user_name_num_caps_digits_underscores', 0.0]]"
features_extended_some_single_without_biasing_features
0.6145159474,0.6484014148,0.1912127025,0.6043714455,0.2902623916,631.8,393.8,60.6,92.6,"[['user_listed_count', 0.5150682835053139], ['user_followers_count', -0.35629951962566586], ['user_verified', -0.28091213084039196], ['user_followers_count_per_day', -0.2771792108396368], ['user_screen_name_has_caps_digits', 0.26754544048665696], ['text_num_caps_digits', 0.21856344458615937], ['num_media', -0.16138718541253577], ['created_at_weekday_sun_mon_tue', 0.152785354145364], ['user_created_at_delta', 0.15013571672396708], ['user_listed_count_per_day', -0.13558229392402144], ['user_description_num_exclam', 0.08647031184885137], ['user_statuses_count', -0.08124903503020735], ['num_urls_is_nonzero', 0.06694272746612716], ['user_profile_use_background_image', 0.047695929462419406], ['user_friends_count', 0.046734878561650525], ['created_at_weekday', -0.040344740760071884], ['user_description_num_caps', -0.04030877378875539], ['Intercept', -0.0394539549329026], ['user_statuses_count_per_day', 0.03860763540523494], ['user_default_profile', 0.029640316626975187], ['user_name_has_weird_chars', 0.0262270747130474], ['created_at_hour', -0.01881264432632143], ['user_friends_count_per_day', -0.009728893038211367], ['user_favourites_count_per_day', -0.007960523252590685]]"
