time,model,kernel,max_iter,C,mean_accuracy_score,mean_roc_auc_score,mean_confusion_matrix
18:36:29.493,svm,poly,1000,1E-15,0.5368297608,0.5087529726,"[[557.8, 467.8], [78.2, 75.0]]"
18:36:33.661,svm,poly,1000,5E-15,0.5368297608,0.5070039853,"[[557.8, 467.8], [78.2, 75.0]]"
18:37:06.225,svm,poly,1000,1E-14,0.5368297608,0.5108438249,"[[557.8, 467.8], [78.2, 75.0]]"
18:37:11.168,svm,poly,1000,5E-14,0.6313166141,0.5124570805,"[[687.8, 337.8], [96.8, 56.4]]"
18:37:44.854,svm,poly,1000,1E-13,0.6313166141,0.5036557517,"[[687.8, 337.8], [96.8, 56.4]]"
18:37:45.581,svm,poly,1000,5E-13,0.5331841862,0.5000000000,"[[552.6, 473.0], [77.2, 76.0]]"
18:38:21.276,svm,poly,1000,5E-12,0.5331841862,0.4966443557,"[[552.6, 473.0], [77.2, 76.0]]"
18:38:23.375,svm,poly,1000,1E-12,0.5331841862,0.5017656624,"[[552.6, 473.0], [77.2, 76.0]]"
18:38:55.875,svm,poly,1000,1E-11,0.5331841862,0.4979515948,"[[552.6, 473.0], [77.2, 76.0]]"
18:39:00.397,svm,poly,1000,5E-11,0.5331841862,0.4968403216,"[[552.6, 473.0], [77.2, 76.0]]"
18:39:30.423,svm,poly,1000,1E-10,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:39:34.470,svm,poly,1000,5E-10,0.2244494069,0.5002751978,"[[130.0, 895.6], [18.6, 134.6]]"
18:40:03.515,svm,poly,1000,1E-09,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:40:10.097,svm,poly,1000,5E-09,0.2244494069,0.5024283658,"[[130.0, 895.6], [18.6, 134.6]]"
18:40:38.286,svm,poly,1000,1E-08,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:40:46.593,svm,poly,1000,5E-08,0.2244494069,0.4922454102,"[[130.0, 895.6], [18.6, 134.6]]"
18:41:13.378,svm,poly,1000,1E-07,0.2244494069,0.5077520417,"[[130.0, 895.6], [18.6, 134.6]]"
18:41:22.220,svm,poly,1000,5E-07,0.2244494069,0.5002751978,"[[130.0, 895.6], [18.6, 134.6]]"
18:41:46.443,svm,poly,1000,1E-06,0.2244494069,0.5015696467,"[[130.0, 895.6], [18.6, 134.6]]"
18:41:58.144,svm,poly,1000,5E-06,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:42:21.368,svm,poly,1000,1E-05,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:42:34.138,svm,poly,1000,5E-05,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:42:56.706,svm,poly,1000,1E-04,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:43:08.660,svm,poly,1000,5E-04,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:43:32.871,svm,poly,1000,1E-03,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:43:43.732,svm,poly,1000,5E-03,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:44:09.448,svm,poly,1000,1E-02,0.2244494069,0.5077635083,"[[130.0, 895.6], [18.6, 134.6]]"
18:44:11.832,svm,linear,1000000,5E-05,0.6194551305,0.4911323276,"[[684.4, 341.2], [107.4, 45.8]]"
18:44:18.366,svm,poly,1000,5E-02,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:44:35.752,svm,linear,1000000,1E+02,0.6416795167,0.5084851088,"[[712.6, 313.0], [109.4, 43.8]]"
18:44:43.003,svm,linear,1000000,5E+01,0.7197117474,0.5107855213,"[[825.4, 200.2], [130.2, 23.0]]"
18:44:43.965,svm,poly,1000,1E-01,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:44:47.190,svm,poly,1000,5E-01,0.2244494069,0.5012231013,"[[130.0, 895.6], [18.6, 134.6]]"
18:44:51.455,svm,linear,1000000,1E-02,0.7173369943,0.5139431814,"[[822.0, 203.6], [129.6, 23.6]]"
18:44:54.205,svm,poly,1000,1E+00,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:45:03.329,svm,linear,1000000,1E+01,0.4630650901,0.5031513305,"[[456.8, 568.8], [64.2, 89.0]]"
18:45:08.929,svm,poly,1000,5E+00,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:45:12.637,svm,linear,1000000,5E-04,0.4690924593,0.4931668562,"[[467.4, 558.2], [67.6, 85.6]]"
18:45:17.200,svm,linear,1000000,1E-04,0.4606804090,0.4951920931,"[[454.6, 571.0], [64.8, 88.4]]"
18:45:18.569,svm,poly,1000,1E+01,0.2244494069,0.4916886443,"[[130.0, 895.6], [18.6, 134.6]]"
18:45:20.471,svm,poly,1000,5E+01,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:45:20.600,svm,linear,1000000,5E+04,0.4632358762,0.4991234726,"[[457.0, 568.6], [64.2, 89.0]]"
18:45:22.045,svm,poly,1000,1E+02,0.2244494069,0.5000000000,"[[130.0, 895.6], [18.6, 134.6]]"
18:45:23.280,svm,linear,1000000,1E+03,0.4550926637,0.5181991169,"[[448.2, 577.4], [65.0, 88.2]]"
18:45:24.040,svm,linear,1000000,1E-05,0.4569763505,0.4974880195,"[[451.2, 574.4], [65.6, 87.6]]"
18:45:25.744,svm,poly,1000,5E+02,0.2244494069,0.5012231013,"[[130.0, 895.6], [18.6, 134.6]]"
18:45:26.602,svm,linear,1000000,1E+04,0.4726545159,0.4929181159,"[[470.4, 555.2], [66.4, 86.8]]"
18:45:31.721,svm,linear,1000000,5E+06,0.3772306431,0.5000949016,"[[335.6, 690.0], [44.2, 109.0]]"
18:45:31.760,svm,poly,1000,1E+03,0.2244494069,0.4922454102,"[[130.0, 895.6], [18.6, 134.6]]"
18:45:34.437,svm,linear,1000000,5E-03,0.5582178081,0.5063175715,"[[594.4, 431.2], [89.6, 63.6]]"
18:45:36.359,svm,linear,1000000,5E-01,0.5519425952,0.4978133112,"[[586.2, 439.4], [88.8, 64.4]]"
18:45:38.865,svm,poly,1000,5E+03,0.3225818348,0.5000000000,"[[265.2, 760.4], [38.2, 115.0]]"
18:45:46.686,svm,poly,1000,1E+04,0.3225818348,0.5030900511,"[[265.2, 760.4], [38.2, 115.0]]"
18:45:49.773,svm,poly,1000,5E+04,0.3225818348,0.5012231013,"[[265.2, 760.4], [38.2, 115.0]]"
18:45:53.676,svm,linear,1000000,5E-02,0.5310796219,0.5087411013,"[[559.6, 466.0], [86.8, 66.4]]"
18:45:53.888,svm,linear,1000000,1E-03,0.5459267357,0.4986938010,"[[575.6, 450.0], [85.2, 68.0]]"
18:45:54.804,svm,poly,1000,5E+05,0.3225818348,0.5000000000,"[[265.2, 760.4], [38.2, 115.0]]"
18:45:55.414,svm,poly,1000,1E+05,0.3225818348,0.5012231013,"[[265.2, 760.4], [38.2, 115.0]]"
18:45:56.425,svm,poly,1000,1E+06,0.3225818348,0.5088437274,"[[265.2, 760.4], [38.2, 115.0]]"
18:45:59.949,svm,poly,1000,5E+06,0.6313166141,0.5125290922,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:01.819,svm,poly,1000,1E+07,0.6313166141,0.5125290922,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:02.304,svm,poly,1000,5E+07,0.6313166141,0.5132885969,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:03.629,svm,poly,1000,5E+08,0.6313166141,0.5125303675,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:04.745,svm,poly,1000,1E+08,0.6313166141,0.5192988970,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:05.014,svm,linear,1000000,5E+00,0.5596784247,0.4932642224,"[[592.6, 433.0], [86.0, 67.2]]"
18:46:05.844,svm,poly,1000,1E+09,0.6313166141,0.5165300995,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:09.058,svm,linear,1000000,5E-06,0.3732476744,0.5067964701,"[[330.4, 695.2], [43.6, 109.6]]"
18:46:11.234,svm,poly,1000,5E+09,0.6313166141,0.5132885969,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:12.425,svm,poly,1000,5E+10,0.6313166141,0.5277204026,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:14.456,svm,poly,1000,1E+11,0.6313166141,0.5297748178,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:15.509,svm,poly,1000,1E+10,0.6313166141,0.5086737051,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:18.715,svm,linear,1000000,1E+05,0.4542444873,0.4979202877,"[[444.6, 581.0], [62.4, 90.8]]"
18:46:23.707,svm,linear,1000000,1E+08,0.4642546959,0.4954127330,"[[457.8, 567.8], [63.8, 89.4]]"
18:46:24.122,svm,poly,1000,5E+11,0.6313166141,0.5165275489,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:27.065,svm,poly,1000,1E+12,0.6313166141,0.5012094483,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:29.882,svm,linear,1000000,1E-01,0.3757152939,0.4985380117,"[[335.2, 690.4], [45.4, 107.8]]"
18:46:30.179,svm,linear,1000000,5E-07,0.3153597662,0.4978502192,"[[255.6, 770.0], [37.0, 116.2]]"
18:46:31.179,svm,poly,1000,5E+12,0.6313166141,0.5207259583,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:32.106,svm,poly,1000,1E+13,0.6313166141,0.5175277082,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:34.425,svm,linear,1000000,5E+02,0.5387235776,0.4960560184,"[[565.4, 460.2], [83.6, 69.6]]"
18:46:35.274,svm,poly,1000,1E+15,0.6313166141,0.5092475845,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:36.748,svm,poly,1000,5E+13,0.6313166141,0.5175277082,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:38.022,svm,linear,1000000,1E+07,0.4535665210,0.4983320938,"[[443.4, 582.2], [62.0, 91.2]]"
18:46:40.100,svm,poly,1000,5E+14,0.6313166141,0.5207227938,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:42.248,svm,linear,1000000,5E+03,0.3772306433,0.4901184188,"[[335.4, 690.2], [44.0, 109.2]]"
18:46:43.968,svm,linear,1000000,5E+10,0.5579806321,0.5006195182,"[[590.6, 435.0], [86.0, 67.2]]"
18:46:44.099,svm,poly,1000,1E+14,0.6313166141,0.5198793673,"[[687.8, 337.8], [96.8, 56.4]]"
18:46:45.348,svm,poly,1000,5E+15,0.6313166141,0.5132885969,"[[687.8, 337.8], [96.8, 56.4]]"
18:47:00.001,svm,linear,1000000,1E+00,0.4633363901,0.4902524082,"[[457.4, 568.2], [64.4, 88.8]]"
18:47:03.576,svm,linear,1000000,1E+06,0.4657796866,0.4963522961,"[[460.2, 565.4], [64.4, 88.8]]"
18:47:07.502,svm,linear,1000000,1E+11,0.5586591732,0.5028351153,"[[592.0, 433.6], [86.6, 66.6]]"
18:47:13.639,svm,linear,1000000,5E+05,0.4479679818,0.4961769526,"[[435.8, 589.8], [61.0, 92.2]]"
18:47:16.872,svm,linear,1000000,5E+11,0.5493292326,0.4976327731,"[[578.0, 447.6], [83.6, 69.6]]"
18:47:24.343,svm,linear,1000000,1E+09,0.4589960021,0.5014625588,"[[450.8, 574.8], [63.0, 90.2]]"
18:47:27.339,svm,linear,1000000,5E+08,0.4664599546,0.4870870302,"[[461.0, 564.6], [64.4, 88.8]]"
18:47:29.278,svm,poly,10000,1E-14,0.4832098771,0.5147656850,"[[481.6, 544.0], [65.2, 88.0]]"
18:47:39.182,svm,poly,10000,1E-13,0.5700631425,0.5212947522,"[[597.4, 428.2], [78.6, 74.6]]"
18:47:40.536,svm,poly,10000,5E-15,0.4832098771,0.5204280923,"[[481.6, 544.0], [65.2, 88.0]]"
18:47:42.241,svm,poly,10000,5E-13,0.4861921748,0.4974250259,"[[482.8, 542.8], [62.8, 90.4]]"
18:47:42.262,svm,poly,10000,5E-14,0.5700631425,0.5070014347,"[[597.4, 428.2], [78.6, 74.6]]"
18:47:43.939,svm,poly,10000,1E-11,0.4861921748,0.5051402095,"[[482.8, 542.8], [62.8, 90.4]]"
18:47:44.412,svm,poly,10000,1E-15,0.4832098771,0.5272877844,"[[481.6, 544.0], [65.2, 88.0]]"
18:47:51.257,svm,poly,10000,1E-12,0.4861921748,0.5017711887,"[[482.8, 542.8], [62.8, 90.4]]"
18:47:51.554,svm,poly,10000,5E-10,0.2168158191,0.4918918575,"[[115.8, 909.8], [13.4, 139.8]]"
18:47:52.545,svm,poly,10000,5E-12,0.4861921748,0.4966443557,"[[482.8, 542.8], [62.8, 90.4]]"
18:47:52.837,svm,linear,1000000,1E+10,0.3767215932,0.4832071140,"[[334.8, 690.8], [44.0, 109.2]]"
18:47:54.883,svm,poly,10000,5E-11,0.4861921748,0.5070156452,"[[482.8, 542.8], [62.8, 90.4]]"
18:47:56.697,svm,linear,1000000,1E+12,0.4731629900,0.5059742683,"[[471.2, 554.4], [66.6, 86.6]]"
18:47:59.809,svm,poly,10000,1E-10,0.2168158191,0.4922466842,"[[115.8, 909.8], [13.4, 139.8]]"
18:47:59.960,svm,linear,1000000,5E+07,0.4610316255,0.5114403901,"[[453.0, 572.6], [62.8, 90.4]]"
18:48:01.514,svm,linear,1000000,5E+09,0.3775697697,0.5068758717,"[[336.0, 689.6], [44.2, 109.0]]"
18:48:07.034,svm,poly,10000,5E-08,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:08.628,svm,poly,10000,1E-09,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:09.107,svm,poly,10000,5E-09,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:10.413,svm,poly,10000,1E-07,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:12.135,svm,poly,10000,5E-06,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:12.374,svm,poly,10000,1E-08,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:16.573,svm,poly,10000,1E-06,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:21.253,svm,poly,10000,1E-04,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:23.275,svm,poly,10000,5E-07,0.2168158191,0.4919912344,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:23.287,svm,poly,10000,1E-05,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:23.985,svm,poly,10000,5E-05,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:24.281,svm,poly,10000,1E-03,0.2168158191,0.4919912344,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:31.037,svm,poly,10000,5E-04,0.2168158191,0.4918256061,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:32.330,svm,poly,10000,1E-02,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:33.467,svm,poly,10000,5E-03,0.2168158191,0.4918587318,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:37.489,svm,linear,1000000,1E-06,0.3661970060,0.5105728839,"[[321.6, 704.0], [43.2, 110.0]]"
18:48:39.279,svm,poly,10000,5E-02,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:50.044,svm,poly,10000,1E-01,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:48:58.456,svm,poly,10000,5E-01,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:03.241,svm,poly,10000,1E+00,0.2168158191,0.4907630369,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:13.133,svm,poly,10000,1E+01,0.2168158191,0.4917797398,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:14.286,svm,poly,10000,5E+00,0.2168158191,0.4918256061,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:21.598,svm,poly,10000,1E+02,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:21.644,svm,poly,10000,5E+01,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:27.433,svm,poly,10000,5E+04,0.3011961247,0.4988869156,"[[231.6, 794.0], [29.8, 123.4]]"
18:49:32.918,svm,poly,10000,5E+02,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:34.730,svm,poly,10000,5E+03,0.3011961247,0.4982739542,"[[231.6, 794.0], [29.8, 123.4]]"
18:49:38.962,svm,poly,10000,5E+05,0.3011961247,0.5030938771,"[[231.6, 794.0], [29.8, 123.4]]"
18:49:39.930,svm,poly,10000,1E+04,0.3011961247,0.5068153537,"[[231.6, 794.0], [29.8, 123.4]]"
18:49:40.072,svm,poly,10000,1E+07,0.5739680661,0.5006854299,"[[603.6, 422.0], [80.2, 73.0]]"
18:49:43.876,svm,linear,1000000,1E+13,0.5640875023,0.4997081729,"[[598.8, 426.8], [87.0, 66.2]]"
18:49:48.558,svm,poly,10000,1E+06,0.3011961247,0.5082238984,"[[231.6, 794.0], [29.8, 123.4]]"
18:49:49.609,svm,poly,10000,1E+05,0.3011961247,0.5147158704,"[[231.6, 794.0], [29.8, 123.4]]"
18:49:50.494,svm,poly,10000,1E+03,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:49:54.166,svm,poly,10000,5E+08,0.5739680661,0.5280095685,"[[603.6, 422.0], [80.2, 73.0]]"
18:49:57.097,svm,poly,10000,1E+08,0.5739680661,0.5165300995,"[[603.6, 422.0], [80.2, 73.0]]"
18:49:59.767,svm,poly,10000,1E+09,0.5739680661,0.5178549420,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:03.352,svm,poly,10000,5E+11,0.5739680661,0.5313638033,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:05.212,svm,poly,10000,5E+07,0.5739680661,0.5165300995,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:05.271,svm,poly,10000,5E+06,0.5739680661,0.5280031920,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:05.867,svm,poly,10000,1E+11,0.5739680661,0.5165288242,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:06.072,svm,poly,10000,5E+09,0.5739680661,0.5280031920,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:07.149,svm,linear,1000000,5E+12,0.5606947966,0.4871914660,"[[594.6, 431.0], [86.8, 66.4]]"
18:50:08.085,svm,poly,10000,1E+10,0.5739680661,0.5280031920,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:10.649,svm,poly,10000,1E+13,0.5739680661,0.5110703535,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:14.601,svm,poly,10000,5E+10,0.5739680661,0.5077973064,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:16.220,svm,poly,10000,5E+15,0.5739680661,0.5107968440,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:16.703,svm,poly,10000,5E+12,0.5739680661,0.5198780920,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:17.384,svm,poly,10000,1E+12,0.5739680661,0.5274645323,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:24.312,svm,poly,10000,5E+13,0.5739680661,0.5100782713,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:25.440,svm,poly,10000,5E+14,0.5739680661,0.5202715397,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:28.875,svm,linear,1000000,1E+14,0.4668823084,0.4984034389,"[[463.6, 562.0], [66.4, 86.8]]"
18:50:28.951,svm,poly,100000,1E-14,0.4832098771,0.5111029942,"[[481.6, 544.0], [65.2, 88.0]]"
18:50:29.770,svm,poly,10000,1E+14,0.5739680661,0.5198800049,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:36.678,svm,poly,10000,1E+15,0.5739680661,0.5232749501,"[[603.6, 422.0], [80.2, 73.0]]"
18:50:58.617,svm,linear,1000000,5E+13,0.5487212528,0.4995126706,"[[582.2, 443.4], [88.6, 64.6]]"
18:51:08.248,svm,poly,100000,5E-14,0.5700631425,0.5217353088,"[[597.4, 428.2], [78.6, 74.6]]"
18:51:08.704,svm,poly,100000,5E-13,0.4861921748,0.4974250259,"[[482.8, 542.8], [62.8, 90.4]]"
18:51:08.819,svm,poly,100000,1E-15,0.4832098771,0.5272979869,"[[481.6, 544.0], [65.2, 88.0]]"
18:51:10.869,svm,poly,100000,5E-15,0.4832098771,0.5147682023,"[[481.6, 544.0], [65.2, 88.0]]"
18:51:16.532,svm,poly,100000,5E-08,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:51:17.577,svm,poly,100000,1E-13,0.5700631425,0.5212947522,"[[597.4, 428.2], [78.6, 74.6]]"
18:51:22.695,svm,poly,100000,1E-09,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:51:25.160,svm,poly,100000,1E-06,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:51:32.098,svm,poly,100000,1E-11,0.4861921748,0.5070169110,"[[482.8, 542.8], [62.8, 90.4]]"
18:51:33.853,svm,poly,100000,5E-12,0.4861921748,0.4974250259,"[[482.8, 542.8], [62.8, 90.4]]"
18:51:34.867,svm,poly,100000,1E-12,0.4861921748,0.5000000000,"[[482.8, 542.8], [62.8, 90.4]]"
18:51:51.171,svm,poly,100000,5E-11,0.4861921748,0.5070156452,"[[482.8, 542.8], [62.8, 90.4]]"
18:51:51.444,svm,poly,100000,5E-09,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:51:54.003,svm,poly,100000,5E-10,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:51:58.129,svm,poly,100000,1E-10,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:04.012,svm,poly,100000,1E-07,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:08.283,svm,poly,100000,5E-04,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:08.847,svm,poly,100000,1E-08,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:22.814,svm,poly,100000,5E-05,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:23.150,svm,poly,100000,5E-06,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:23.426,svm,poly,100000,5E-03,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:23.614,svm,poly,100000,5E-01,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:23.876,svm,poly,100000,5E-07,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:28.243,svm,poly,100000,1E-03,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:31.676,svm,poly,100000,5E+01,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:35.593,svm,poly,100000,1E+01,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:36.700,svm,poly,100000,1E-01,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:37.345,svm,poly,100000,1E+00,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:37.902,svm,poly,100000,1E-05,0.2168158191,0.4917593548,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:38.459,svm,poly,100000,5E+00,0.2168158191,0.4960962683,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:38.636,svm,poly,100000,5E-02,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:40.586,svm,poly,100000,5E+04,0.3011961247,0.5030938771,"[[231.6, 794.0], [29.8, 123.4]]"
18:52:43.540,svm,poly,100000,5E+02,0.2168158191,0.5077361159,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:46.756,svm,poly,100000,1E+05,0.3011961247,0.5082238984,"[[231.6, 794.0], [29.8, 123.4]]"
18:52:47.408,svm,poly,100000,1E+03,0.2168158191,0.5012231013,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:48.203,svm,poly,100000,1E-02,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:51.855,svm,poly,100000,1E+08,0.5739680661,0.5313650691,"[[603.6, 422.0], [80.2, 73.0]]"
18:52:52.100,svm,poly,100000,1E+02,0.2168158191,0.5000000000,"[[115.8, 909.8], [13.4, 139.8]]"
18:52:57.471,svm,poly,100000,1E+06,0.3011961247,0.4982739542,"[[231.6, 794.0], [29.8, 123.4]]"
18:53:01.389,svm,poly,100000,5E+05,0.3011961247,0.4912325294,"[[231.6, 794.0], [29.8, 123.4]]"
18:53:01.481,svm,poly,100000,1E-04,0.2168158191,0.4915351196,"[[115.8, 909.8], [13.4, 139.8]]"
18:53:03.311,svm,poly,100000,1E+04,0.3011961247,0.5147209716,"[[231.6, 794.0], [29.8, 123.4]]"
18:53:18.458,svm,poly,100000,5E+07,0.5739680661,0.5165300995,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:23.718,svm,poly,100000,1E+09,0.5739680661,0.5165230853,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:24.494,svm,poly,100000,1E+12,0.5739680661,0.5313650691,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:25.212,svm,poly,100000,5E+03,0.3011961247,0.4982021100,"[[231.6, 794.0], [29.8, 123.4]]"
18:53:28.350,svm,poly,100000,5E+08,0.5739680661,0.5165230853,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:34.111,svm,poly,100000,1E+15,0.5739680661,0.5272777201,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:41.105,svm,poly,100000,5E+11,0.5739680661,0.5165230853,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:47.441,svm,linear,1000000,5E+14,0.6454133648,0.4977136924,"[[717.0, 308.6], [109.4, 43.8]]"
18:53:50.484,svm,poly,100000,1E+10,0.5739680661,0.5274683439,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:50.682,svm,poly,100000,5E+09,0.5739680661,0.5089690008,"[[603.6, 422.0], [80.2, 73.0]]"
18:53:59.672,svm,poly,100000,5E+13,0.5739680661,0.5198800049,"[[603.6, 422.0], [80.2, 73.0]]"
18:54:02.617,svm,poly,1000000,1E-13,0.5700631425,0.5111061587,"[[597.4, 428.2], [78.6, 74.6]]"
18:54:02.957,svm,poly,100000,1E+11,0.5739680661,0.5089409548,"[[603.6, 422.0], [80.2, 73.0]]"
18:54:03.109,svm,poly,100000,1E+13,0.5739680661,0.5198780920,"[[603.6, 422.0], [80.2, 73.0]]"
18:54:03.115,svm,poly,100000,1E+07,0.5739680661,0.5074418438,"[[603.6, 422.0], [80.2, 73.0]]"
18:54:04.139,svm,poly,1000000,1E-15,0.4832098771,0.5236397745,"[[481.6, 544.0], [65.2, 88.0]]"
18:54:06.728,svm,poly,100000,5E+10,0.5739680661,0.5089409548,"[[603.6, 422.0], [80.2, 73.0]]"
18:54:10.084,svm,poly,100000,1E+14,0.5739680661,0.5049864499,"[[603.6, 422.0], [80.2, 73.0]]"
18:54:10.434,svm,poly,100000,5E+14,0.5739680661,0.5198825555,"[[603.6, 422.0], [80.2, 73.0]]"
