time,model,kernel,max_iter,C,mean_accuracy_score,mean_roc_auc_score,mean_confusion_matrix
17:54:11.137,svm,linear,10000,1E+11,0.6465321268,0.5015594542,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:12.341,svm,linear,10000,1E+13,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:12.598,svm,linear,10000,5E+11,0.6465321268,0.5015594542,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:13.001,svm,linear,10000,1E+12,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:13.220,svm,linear,10000,5E+12,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:13.361,svm,linear,10000,1E+14,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:13.787,svm,linear,10000,5E+13,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:14.177,svm,linear,10000,5E+14,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:23.783,svm,linear,10000,1E+15,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:26.227,svm,linear,10000,5E+15,0.6465321268,0.5000000000,"[[719.6, 306.0], [110.6, 42.6]]"
17:54:27.428,svm,linear,10000,1E-07,0.4667332738,0.4984979452,"[[459.6, 566.0], [62.6, 90.6]]"
17:54:33.655,svm,linear,10000,5E-08,0.5255704950,0.4992195122,"[[546.4, 479.2], [80.2, 73.0]]"
17:55:01.961,svm,linear,10000,1E-08,0.4706896084,0.4996388980,"[[465.2, 560.4], [63.6, 89.6]]"
17:55:14.299,svm,linear,10000,5E-09,0.4859213485,0.4952550635,"[[497.0, 528.6], [77.4, 75.8]]"
17:55:42.354,svm,linear,10000,1E-09,0.1764338613,0.5102753097,"[[60.6, 965.0], [5.8, 147.4]]"
17:55:43.829,svm,linear,10000,5E-10,0.3678676985,0.4949760858,"[[330.8, 694.8], [50.4, 102.8]]"
17:55:51.676,svm,linear,10000,1E-10,0.3269271448,0.5225077265,"[[273.0, 752.6], [40.8, 112.4]]"
17:55:52.712,svm,linear,10000,5E-11,0.4099072866,0.4985964123,"[[386.6, 639.0], [56.8, 96.4]]"
17:55:53.565,svm,linear,10000,5E-14,0.3005274014,0.5613161934,"[[229.2, 796.4], [28.2, 125.0]]"
17:55:57.978,svm,linear,10000,1E-13,0.2859832392,0.5502483105,"[[214.4, 811.2], [30.6, 122.6]]"
17:55:59.592,svm,linear,10000,5E-12,0.4349218789,0.4966591255,"[[423.4, 602.2], [64.0, 89.2]]"
17:56:03.586,svm,linear,10000,1E-12,0.5498123856,0.5087671890,"[[583.6, 442.0], [88.6, 64.6]]"
17:56:24.186,svm,linear,10000,1E-11,0.4186334233,0.5110260540,"[[398.0, 627.6], [57.8, 95.4]]"
17:56:24.365,svm,linear,10000,1E-14,0.2265029123,0.5504921880,"[[131.8, 893.8], [18.0, 135.2]]"
17:56:24.668,svm,linear,10000,5E-15,0.2259940065,0.5472584470,"[[131.2, 894.4], [18.0, 135.2]]"
17:56:28.775,svm,linear,10000,1E-15,0.2248065595,0.5396166380,"[[129.8, 895.8], [18.0, 135.2]]"
17:56:37.625,svm,linear,10000,5E-13,0.4205479985,0.5260599566,"[[401.8, 623.8], [59.2, 94.0]]"
17:56:47.837,svm,linear,100000,5E-15,0.2259940065,0.5472514566,"[[131.2, 894.4], [18.0, 135.2]]"
17:56:58.692,svm,linear,100000,1E-13,0.2210705511,0.5570377549,"[[124.0, 901.6], [16.6, 136.6]]"
17:57:23.891,svm,linear,100000,1E-15,0.2248065595,0.5396427649,"[[129.8, 895.8], [18.0, 135.2]]"
17:57:33.105,svm,linear,100000,1E-14,0.2265029123,0.5505335610,"[[131.8, 893.8], [18.0, 135.2]]"
17:57:36.171,svm,linear,100000,5E-14,0.2232778259,0.5554509422,"[[127.2, 898.4], [17.2, 136.0]]"
17:57:59.461,svm,linear,100000,1E-12,0.4664743351,0.5527659308,"[[464.2, 561.4], [67.6, 85.6]]"
17:58:01.023,svm,linear,100000,5E-13,0.2249858359,0.5601984484,"[[125.8, 899.8], [13.8, 139.4]]"
17:58:32.758,svm,linear,100000,1E-11,0.5443084680,0.4953315332,"[[571.8, 453.8], [83.4, 69.8]]"
17:58:35.961,svm,linear,100000,5E-12,0.1830633198,0.5099379212,"[[70.0, 955.6], [7.4, 145.8]]"
17:58:37.757,svm,linear,100000,5E-11,0.1651016820,0.5040010147,"[[46.0, 979.6], [4.6, 148.6]]"
17:58:39.000,svm,linear,100000,5E-10,0.2889052249,0.4893240768,"[[219.2, 806.4], [31.8, 121.4]]"
17:58:39.741,svm,linear,100000,1E-10,0.3083512162,0.5104879855,"[[245.4, 780.2], [35.2, 118.0]]"
17:59:00.367,svm,linear,100000,1E-02,0.3763971449,0.5000000000,"[[336.4, 689.2], [45.8, 107.4]]"
17:59:00.443,svm,linear,100000,5E-03,0.4612747010,0.4989278752,"[[457.0, 568.6], [66.6, 86.6]]"
17:59:01.827,svm,linear,100000,5E-04,0.5514382930,0.4985380117,"[[587.0, 438.6], [90.2, 63.0]]"
17:59:02.763,svm,linear,100000,5E-02,0.6314157256,0.5004873294,"[[699.0, 326.6], [108.0, 45.2]]"
17:59:05.422,svm,linear,100000,1E-04,0.3639167250,0.4883231101,"[[320.0, 705.6], [44.2, 109.0]]"
17:59:08.433,svm,linear,100000,1E-03,0.3697590572,0.5059649514,"[[327.2, 698.4], [44.6, 108.6]]"
17:59:13.824,svm,linear,100000,5E-05,0.6225900856,0.4992195122,"[[687.2, 338.4], [106.6, 46.6]]"
17:59:14.770,svm,linear,100000,5E-06,0.3846866820,0.4986686318,"[[347.2, 678.4], [47.0, 106.2]]"
17:59:14.783,svm,linear,100000,1E-05,0.6087027187,0.4987318975,"[[669.2, 356.4], [104.8, 48.4]]"
17:59:16.950,svm,linear,100000,1E+00,0.3804633568,0.4984398802,"[[341.4, 684.2], [46.0, 107.2]]"
17:59:17.942,svm,linear,100000,5E+00,0.4574764795,0.5000000000,"[[453.0, 572.6], [66.8, 86.4]]"
17:59:18.427,svm,linear,100000,1E-01,0.3779191133,0.4983080432,"[[337.6, 688.0], [45.2, 108.0]]"
17:59:20.395,svm,linear,100000,5E-01,0.2828359506,0.5000000000,"[[203.4, 822.2], [23.2, 130.0]]"
17:59:26.362,svm,linear,100000,1E-09,0.3016353567,0.4991228070,"[[236.4, 789.2], [34.0, 119.2]]"
17:59:31.444,svm,linear,100000,1E-06,0.3945586308,0.5075112436,"[[359.8, 665.8], [47.8, 105.4]]"
17:59:37.459,svm,linear,100000,5E-09,0.2158045181,0.4963075340,"[[113.8, 911.8], [12.6, 140.6]]"
17:59:49.096,svm,linear,100000,1E+01,0.4593437639,0.4995126706,"[[455.2, 570.4], [66.8, 86.4]]"
17:59:57.323,svm,linear,100000,5E+01,0.3808027711,0.4988304094,"[[341.8, 683.8], [46.0, 107.2]]"
18:00:07.075,svm,linear,100000,1E-08,0.4131626444,0.5254223231,"[[393.2, 632.4], [59.4, 93.8]]"
18:00:12.014,svm,linear,100000,5E-07,0.6267503096,0.5008943336,"[[692.8, 332.8], [107.2, 46.0]]"
18:00:33.923,svm,linear,100000,1E+02,0.2836841271,0.4994152047,"[[204.4, 821.2], [23.2, 130.0]]"
18:00:37.063,svm,linear,100000,5E+02,0.3808027711,0.4971753880,"[[341.8, 683.8], [46.0, 107.2]]"
18:00:37.202,svm,linear,100000,1E+03,0.3809722626,0.4994146341,"[[342.0, 683.6], [46.0, 107.2]]"
18:00:40.290,svm,linear,100000,1E+04,0.2836841271,0.4987322778,"[[204.4, 821.2], [23.2, 130.0]]"
18:00:40.522,svm,linear,100000,5E+03,0.2836841271,0.5065593276,"[[204.4, 821.2], [23.2, 130.0]]"
18:00:43.730,svm,linear,100000,5E+04,0.2836841271,0.5000000000,"[[204.4, 821.2], [23.2, 130.0]]"
18:00:43.999,svm,linear,100000,1E+05,0.2836841271,0.4985380117,"[[204.4, 821.2], [23.2, 130.0]]"
18:00:48.068,svm,linear,100000,5E+05,0.2836841271,0.4987329435,"[[204.4, 821.2], [23.2, 130.0]]"
18:00:54.088,svm,linear,100000,1E-07,0.4474497140,0.5065265507,"[[441.8, 583.8], [67.6, 85.6]]"
18:01:05.566,svm,linear,100000,5E-08,0.4430462452,0.5053149309,"[[433.0, 592.6], [64.0, 89.2]]"
18:01:16.633,svm,linear,100000,5E+06,0.2836841271,0.5002926829,"[[204.4, 821.2], [23.2, 130.0]]"
18:01:17.927,svm,linear,100000,1E+06,0.2836841271,0.5041229425,"[[204.4, 821.2], [23.2, 130.0]]"
18:01:19.624,svm,linear,100000,1E+07,0.2836841271,0.5002929682,"[[204.4, 821.2], [23.2, 130.0]]"
18:01:20.086,svm,linear,100000,5E+07,0.2836841271,0.5000000000,"[[204.4, 821.2], [23.2, 130.0]]"
18:01:29.192,svm,linear,100000,1E+08,0.2836841271,0.4994152047,"[[204.4, 821.2], [23.2, 130.0]]"
18:01:35.590,svm,linear,100000,5E+08,0.2836841271,0.4907993477,"[[204.4, 821.2], [23.2, 130.0]]"
18:01:38.504,svm,linear,1000000,5E-15,0.2259940065,0.5472514566,"[[131.2, 894.4], [18.0, 135.2]]"
18:01:42.657,svm,linear,1000000,1E-15,0.2248065595,0.5410480281,"[[129.8, 895.8], [18.0, 135.2]]"
18:01:45.128,svm,linear,1000000,1E-14,0.2265029123,0.5507622743,"[[131.8, 893.8], [18.0, 135.2]]"
18:01:47.057,svm,linear,100000,1E+09,0.2836841271,0.4985380117,"[[204.4, 821.2], [23.2, 130.0]]"
18:01:53.786,svm,linear,1000000,5E-14,0.2232778259,0.5552914835,"[[127.2, 898.4], [17.2, 136.0]]"
18:01:54.330,svm,linear,1000000,1E-13,0.2210705511,0.5572323914,"[[124.0, 901.6], [16.6, 136.6]]"
18:02:15.084,svm,linear,1000000,5E-13,0.2249858359,0.5601984484,"[[125.8, 899.8], [13.8, 139.4]]"
18:02:18.447,svm,linear,100000,5E+09,0.2836841271,0.4994152047,"[[204.4, 821.2], [23.2, 130.0]]"
18:02:26.015,svm,linear,100000,1E+10,0.2836841271,0.4993177388,"[[204.4, 821.2], [23.2, 130.0]]"
18:02:28.438,svm,linear,100000,5E+10,0.2836841271,0.4995126706,"[[204.4, 821.2], [23.2, 130.0]]"
18:02:39.401,svm,linear,1000000,1E-12,0.3930670419,0.5599339909,"[[359.2, 666.4], [49.2, 104.0]]"
18:02:53.651,svm,linear,100000,1E+11,0.2836841271,0.5000000000,"[[204.4, 821.2], [23.2, 130.0]]"
18:02:54.509,svm,linear,100000,5E+11,0.2836841271,0.4994146341,"[[204.4, 821.2], [23.2, 130.0]]"
18:03:24.949,svm,linear,100000,5E+13,0.3729109905,0.5003898635,"[[330.2, 695.4], [43.8, 109.4]]"
18:03:25.786,svm,linear,100000,1E+12,0.2836841271,0.5000000000,"[[204.4, 821.2], [23.2, 130.0]]"
18:03:28.266,svm,linear,100000,1E+13,0.2836841271,0.5000000000,"[[204.6, 821.0], [23.4, 129.8]]"
18:03:29.057,svm,linear,100000,5E+12,0.3730819218,0.4998050682,"[[330.4, 695.2], [43.8, 109.4]]"
18:03:30.086,svm,linear,100000,1E+14,0.3729109905,0.4994152047,"[[330.4, 695.2], [44.0, 109.2]]"
18:03:46.971,svm,linear,100000,1E+15,0.2824953840,0.5047379440,"[[203.4, 822.2], [23.6, 129.6]]"
18:03:50.315,svm,linear,100000,5E+14,0.2821561135,0.4993177388,"[[203.0, 822.6], [23.6, 129.6]]"
18:03:51.000,svm,linear,100000,5E+15,0.3724022284,0.4998050682,"[[329.8, 695.8], [44.0, 109.2]]"
18:04:09.298,svm,linear,1000000,5E-12,0.4885772395,0.5613673103,"[[488.8, 536.8], [66.2, 87.0]]"
18:04:19.645,svm,linear,1000000,1E-11,0.5807911320,0.5476495505,"[[620.6, 405.0], [89.2, 64.0]]"
18:05:44.511,svm,linear,1000000,5E-11,0.5324736967,0.5335574863,"[[554.4, 471.2], [80.0, 73.2]]"
18:06:52.562,svm,linear,1000000,1E-10,0.4043114815,0.5067957579,"[[378.8, 646.8], [55.6, 97.6]]"
18:07:49.669,svm,linear,1000000,5E-10,0.4494261401,0.4979345014,"[[438.6, 587.0], [62.2, 91.0]]"
18:10:08.898,svm,linear,1000000,1E-09,0.4370433311,0.5174711047,"[[425.0, 600.6], [63.2, 90.0]]"
18:17:12.115,svm,linear,1000000,1E-08,0.5420262725,0.5169127383,"[[571.2, 454.4], [85.4, 67.8]]"
18:18:37.394,svm,linear,1000000,5E-09,0.4320213874,0.4918707546,"[[419.4, 606.2], [63.4, 89.8]]"
18:29:40.538,svm,linear,1000000,5E-08,0.3405863886,0.5150558905,"[[289.0, 736.6], [40.8, 112.4]]"
18:29:41.771,svm,poly,10,1E-15,0.5364903462,0.4825195552,"[[557.4, 468.2], [78.2, 75.0]]"
18:29:43.047,svm,poly,10,5E-15,0.5364903462,0.4803812694,"[[557.4, 468.2], [78.2, 75.0]]"
18:29:44.678,svm,poly,10,1E-14,0.5364903462,0.4986741092,"[[557.4, 468.2], [78.2, 75.0]]"
18:29:45.816,svm,poly,10,5E-14,0.6308075642,0.4934442850,"[[687.2, 338.4], [96.8, 56.4]]"
18:29:47.248,svm,poly,10,1E-13,0.6308075642,0.5067036491,"[[687.2, 338.4], [96.8, 56.4]]"
18:29:48.761,svm,poly,10,5E-13,0.6333542535,0.4863320381,"[[691.6, 334.0], [98.2, 55.0]]"
18:29:49.843,svm,poly,10,1E-12,0.5328449157,0.5000000000,"[[552.2, 473.4], [77.2, 76.0]]"
18:29:50.980,svm,poly,10,5E-12,0.5328449157,0.5007237366,"[[552.2, 473.4], [77.2, 76.0]]"
18:29:52.189,svm,poly,10,1E-11,0.5328449157,0.5126712023,"[[552.2, 473.4], [77.2, 76.0]]"
18:29:53.829,svm,poly,10,5E-11,0.5328449157,0.4867901937,"[[552.2, 473.4], [77.2, 76.0]]"
18:29:55.267,svm,poly,10,1E-10,0.3350516122,0.5033845507,"[[279.8, 745.8], [38.0, 115.2]]"
18:29:56.503,svm,poly,10,5E-10,0.3350516122,0.4797283696,"[[279.8, 745.8], [38.0, 115.2]]"
18:29:57.721,svm,poly,10,1E-09,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:29:58.879,svm,poly,10,5E-09,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:00.179,svm,poly,10,1E-08,0.2242797716,0.4923365058,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:01.141,svm,poly,10,5E-08,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:02.426,svm,poly,10,1E-07,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:03.642,svm,poly,10,5E-07,0.2242797716,0.4923365058,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:04.812,svm,poly,10,1E-06,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:05.964,svm,poly,10,5E-06,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:07.127,svm,poly,10,1E-05,0.2242797716,0.4923365058,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:08.474,svm,poly,10,5E-05,0.2242797716,0.4923384168,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:09.871,svm,poly,10,1E-04,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:11.027,svm,poly,10,5E-04,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:12.394,svm,poly,10,1E-03,0.2242797716,0.4923358687,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:13.624,svm,poly,10,5E-03,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:15.059,svm,poly,10,1E-02,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:16.224,svm,poly,10,5E-02,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:17.390,svm,poly,10,1E-01,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:18.705,svm,poly,10,5E-01,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:19.714,svm,poly,10,1E+00,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:20.975,svm,poly,10,5E+00,0.2242797716,0.4923358687,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:22.229,svm,poly,10,1E+01,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:23.420,svm,poly,10,5E+01,0.2242797716,0.4923358687,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:24.601,svm,poly,10,1E+02,0.2242797716,0.4923384168,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:26.178,svm,poly,10,5E+02,0.2242797716,0.4923358687,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:27.486,svm,poly,10,1E+03,0.2242797716,0.4923377798,"[[129.8, 895.8], [18.6, 134.6]]"
18:30:28.787,svm,poly,10,5E+03,0.3239402131,0.4923377798,"[[268.0, 757.6], [39.4, 113.8]]"
18:30:29.977,svm,poly,10,1E+04,0.3239402131,0.5000000000,"[[268.0, 757.6], [39.4, 113.8]]"
18:30:31.290,svm,poly,10,5E+04,0.3239402131,0.4999182039,"[[268.0, 757.6], [39.4, 113.8]]"
18:30:32.603,svm,poly,10,1E+05,0.3239402131,0.4923377798,"[[268.0, 757.6], [39.4, 113.8]]"
18:30:34.014,svm,poly,10,5E+05,0.3239402131,0.4855563349,"[[268.0, 757.6], [39.4, 113.8]]"
18:30:35.555,svm,poly,10,1E+06,0.3239402131,0.4943874553,"[[268.0, 757.6], [39.4, 113.8]]"
18:30:36.905,svm,poly,10,5E+06,0.6369174590,0.4735192839,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:38.273,svm,poly,10,1E+07,0.6369174590,0.4679572890,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:39.743,svm,poly,10,5E+07,0.6369174590,0.4735529664,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:41.273,svm,poly,10,1E+08,0.6369174590,0.4790526911,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:42.563,svm,poly,10,5E+08,0.6369174590,0.4921307364,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:44.213,svm,poly,10,1E+09,0.6369174590,0.4610482576,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:45.495,svm,poly,10,5E+09,0.6369174590,0.4824028646,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:46.851,svm,poly,10,1E+10,0.6369174590,0.4863436349,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:48.279,svm,poly,10,5E+10,0.6369174590,0.4804030468,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:49.643,svm,poly,10,1E+11,0.6369174590,0.4808674953,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:51.084,svm,poly,10,5E+11,0.6369174590,0.4664874954,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:52.196,svm,poly,10,1E+12,0.6369174590,0.4917494022,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:53.537,svm,poly,10,5E+12,0.6369174590,0.4660302985,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:55.047,svm,poly,10,1E+13,0.6369174590,0.4727728495,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:56.687,svm,poly,10,5E+13,0.6369174590,0.4764787539,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:57.967,svm,poly,10,1E+14,0.6369174590,0.4729450136,"[[697.6, 328.0], [100.0, 53.2]]"
18:30:59.453,svm,poly,10,5E+14,0.6369174590,0.4680000093,"[[697.6, 328.0], [100.0, 53.2]]"
18:31:00.710,svm,poly,10,1E+15,0.6369174590,0.4824035029,"[[697.6, 328.0], [100.0, 53.2]]"
18:31:01.855,svm,poly,10,5E+15,0.6369174590,0.4949498979,"[[697.6, 328.0], [100.0, 53.2]]"
18:31:06.545,svm,poly,100,1E-15,0.5366601255,0.5070245057,"[[557.6, 468.0], [78.2, 75.0]]"
18:31:11.540,svm,poly,100,5E-15,0.5366601255,0.5209932894,"[[557.6, 468.0], [78.2, 75.0]]"
18:31:16.194,svm,poly,100,1E-14,0.5366601255,0.5000000000,"[[557.6, 468.0], [78.2, 75.0]]"
18:31:20.982,svm,poly,100,5E-14,0.6309773435,0.5077074569,"[[687.4, 338.2], [96.8, 56.4]]"
18:31:25.755,svm,poly,100,1E-13,0.6309773435,0.5149084119,"[[687.4, 338.2], [96.8, 56.4]]"
18:31:30.383,svm,poly,100,5E-13,0.5328449157,0.5000000000,"[[552.2, 473.4], [77.2, 76.0]]"
18:31:34.807,svm,poly,100,1E-12,0.5328449157,0.5000000000,"[[552.2, 473.4], [77.2, 76.0]]"
18:31:39.219,svm,poly,100,5E-12,0.5328449157,0.5021187682,"[[552.2, 473.4], [77.2, 76.0]]"
18:31:43.737,svm,poly,100,1E-11,0.5328449157,0.5014927467,"[[552.2, 473.4], [77.2, 76.0]]"
18:31:48.224,svm,poly,100,5E-11,0.5328449157,0.5120161139,"[[552.2, 473.4], [77.2, 76.0]]"
18:31:52.470,svm,poly,100,1E-10,0.2242797716,0.5077533158,"[[129.8, 895.8], [18.6, 134.6]]"
18:31:56.831,svm,poly,100,5E-10,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:01.639,svm,poly,100,1E-09,0.2242797716,0.5019314808,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:06.339,svm,poly,100,5E-09,0.2242797716,0.4972741403,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:10.399,svm,poly,100,1E-08,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:15.029,svm,poly,100,5E-08,0.2242797716,0.5022085897,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:19.561,svm,poly,100,1E-07,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:23.851,svm,poly,100,5E-07,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:28.260,svm,poly,100,1E-06,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:32.758,svm,poly,100,5E-06,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:37.181,svm,poly,100,1E-05,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:41.773,svm,poly,100,5E-05,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:46.576,svm,poly,100,1E-04,0.2242797716,0.5023353591,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:50.905,svm,poly,100,5E-04,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:32:55.653,svm,poly,100,1E-03,0.2242797716,0.5022538190,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:00.109,svm,poly,100,5E-03,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:04.619,svm,poly,100,1E-02,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:09.024,svm,poly,100,5E-02,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:13.624,svm,poly,100,1E-01,0.2242797716,0.5077380270,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:18.006,svm,poly,100,5E-01,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:22.433,svm,poly,100,1E+00,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:26.543,svm,poly,100,5E+00,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:31.322,svm,poly,100,1E+01,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:35.986,svm,poly,100,5E+01,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:40.676,svm,poly,100,1E+02,0.2242797716,0.5077322937,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:45.533,svm,poly,100,5E+02,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:50.154,svm,poly,100,1E+03,0.2242797716,0.5000000000,"[[129.8, 895.8], [18.6, 134.6]]"
18:33:55.073,svm,poly,100,5E+03,0.3224121995,0.5082729977,"[[265.0, 760.6], [38.2, 115.0]]"
18:34:00.081,svm,poly,100,1E+04,0.3224121995,0.5147891838,"[[265.0, 760.6], [38.2, 115.0]]"
18:34:04.687,svm,poly,100,5E+04,0.3224121995,0.5000000000,"[[265.0, 760.6], [38.2, 115.0]]"
18:34:09.434,svm,poly,100,1E+05,0.3224121995,0.5070518093,"[[265.0, 760.6], [38.2, 115.0]]"
18:34:14.408,svm,poly,100,5E+05,0.3224121995,0.5147885610,"[[265.0, 760.6], [38.2, 115.0]]"
18:34:19.093,svm,poly,100,1E+06,0.3224121995,0.4929335246,"[[265.0, 760.6], [38.2, 115.0]]"
18:34:24.165,svm,poly,100,5E+06,0.6309773435,0.5184296017,"[[687.4, 338.2], [96.8, 56.4]]"
18:34:29.059,svm,poly,100,1E+07,0.6309773435,0.5140629053,"[[687.4, 338.2], [96.8, 56.4]]"
18:34:34.283,svm,poly,100,5E+07,0.6309773435,0.5214406535,"[[687.4, 338.2], [96.8, 56.4]]"
18:34:39.045,svm,poly,100,1E+08,0.6309773435,0.5240963118,"[[687.4, 338.2], [96.8, 56.4]]"
18:34:44.073,svm,poly,100,5E+08,0.6309773435,0.5196350758,"[[687.4, 338.2], [96.8, 56.4]]"
18:34:48.881,svm,poly,100,1E+09,0.6309773435,0.5024923387,"[[687.4, 338.2], [96.8, 56.4]]"
18:34:53.731,svm,poly,100,5E+09,0.6309773435,0.5137502636,"[[687.4, 338.2], [96.8, 56.4]]"
18:34:58.589,svm,poly,100,1E+10,0.6309773435,0.4957140827,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:03.701,svm,poly,100,5E+10,0.6309773435,0.5307324564,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:08.672,svm,poly,100,1E+11,0.6309773435,0.5282677094,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:13.217,svm,poly,100,5E+11,0.6309773435,0.5160659455,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:18.016,svm,poly,100,1E+12,0.6309773435,0.5119800198,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:22.837,svm,poly,100,5E+12,0.6309773435,0.5006791960,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:27.622,svm,poly,100,1E+13,0.6309773435,0.5147694258,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:32.484,svm,poly,100,5E+13,0.6309773435,0.5144533561,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:37.288,svm,poly,100,1E+14,0.6309773435,0.5198228293,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:42.173,svm,poly,100,5E+14,0.6309773435,0.5196040954,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:46.962,svm,poly,100,1E+15,0.6309773435,0.5225587242,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:51.743,svm,poly,100,5E+15,0.6309773435,0.5113347093,"[[687.4, 338.2], [96.8, 56.4]]"
18:35:57.150,svm,linear,1000000,1E-07,0.3467787997,0.5153271855,"[[298.2, 727.4], [42.6, 110.6]]"
